drone_class,experiment_id,receiver,segment_id,relative_path,file_size_bytes,file_size_mb,is_valid_path
Backround RF activities,Unknown,Unknown,22,data/raw/DroneRF/unzipped_data/Backround RF activities/FR Data_00000_H2/00000H_22.csv,94350159,89.98,True
Backround RF activities,Unknown,Unknown,23,data/raw/DroneRF/unzipped_data/Backround RF activities/RF Data_00000_L2/00000L_23.csv,94697815,90.31,True
Backround RF activities,Unknown,Unknown,23,data/raw/DroneRF/unzipped_data/Backround RF activities/FR Data_00000_H2/00000H_23.csv,94454917,90.08,True
Backround RF activities,Unknown,Unknown,24,data/raw/DroneRF/unzipped_data/Backround RF activities/RF Data_00000_L2/00000L_24.csv,94451089,90.08,True
Backround RF activities,Unknown,Unknown,24,data/raw/DroneRF/unzipped_data/Backround RF activities/FR Data_00000_H2/00000H_24.csv,94310402,89.94,True
Backround RF activities,Unknown,Unknown,25,data/raw/DroneRF/unzipped_data/Backround RF activities/RF Data_00000_L2/00000L_25.csv,94323483,89.95,True
Backround RF activities,Unknown,Unknown,25,data/raw/DroneRF/unzipped_data/Backround RF activities/FR Data_00000_H2/00000H_25.csv,94296317,89.93,True
Backround RF activities,Unknown,Unknown,26,data/raw/DroneRF/unzipped_data/Backround RF activities/RF Data_00000_L2/00000L_26.csv,94291053,89.92,True
Backround RF activities,Unknown,Unknown,26,data/raw/DroneRF/unzipped_data/Backround RF activities/FR Data_00000_H2/00000H_26.csv,94253492,89.89,True
Backround RF activities,Unknown,Unknown,27,data/raw/DroneRF/unzipped_data/Backround RF activities/RF Data_00000_L2/00000L_27.csv,94381825,90.01,True
Backround RF activities,Unknown,Unknown,27,data/raw/DroneRF/unzipped_data/Backround RF activities/FR Data_00000_H2/00000H_27.csv,94447368,90.07,True
Backround RF activities,Unknown,Unknown,28,data/raw/DroneRF/unzipped_data/Backround RF activities/RF Data_00000_L2/00000L_28.csv,94379111,90.01,True
Backround RF activities,Unknown,Unknown,28,data/raw/DroneRF/unzipped_data/Backround RF activities/FR Data_00000_H2/00000H_28.csv,94352550,89.98,True
Backround RF activities,Unknown,Unknown,29,data/raw/DroneRF/unzipped_data/Backround RF activities/RF Data_00000_L2/00000L_29.csv,94391143,90.02,True
Backround RF activities,Unknown,Unknown,29,data/raw/DroneRF/unzipped_data/Backround RF activities/FR Data_00000_H2/00000H_29.csv,94353541,89.98,True
Backround RF activities,Unknown,Unknown,3,data/raw/DroneRF/unzipped_data/Backround RF activities/RF Data_00000_L1/00000L_3.csv,94323622,89.95,True
Backround RF activities,Unknown,Unknown,3,data/raw/DroneRF/unzipped_data/Backround RF activities/RF Data_00000_H1/00000H_3.csv,94338592,89.97,True
Backround RF activities,Unknown,Unknown,30,data/raw/DroneRF/unzipped_data/Backround RF activities/RF Data_00000_L2/00000L_30.csv,94334792,89.96,True
Backround RF activities,Unknown,Unknown,30,data/raw/DroneRF/unzipped_data/Backround RF activities/FR Data_00000_H2/00000H_30.csv,94321163,89.95,True
Backround RF activities,Unknown,Unknown,31,data/raw/DroneRF/unzipped_data/Backround RF activities/RF Data_00000_L2/00000L_31.csv,94532328,90.15,True
Backround RF activities,Unknown,Unknown,31,data/raw/DroneRF/unzipped_data/Backround RF activities/FR Data_00000_H2/00000H_31.csv,94279631,89.91,True
Backround RF activities,Unknown,Unknown,32,data/raw/DroneRF/unzipped_data/Backround RF activities/RF Data_00000_L2/00000L_32.csv,94407932,90.03,True
Backround RF activities,Unknown,Unknown,32,data/raw/DroneRF/unzipped_data/Backround RF activities/FR Data_00000_H2/00000H_32.csv,94286255,89.92,True
Backround RF activities,Unknown,Unknown,33,data/raw/DroneRF/unzipped_data/Backround RF activities/RF Data_00000_L2/00000L_33.csv,94406124,90.03,True
Backround RF activities,Unknown,Unknown,33,data/raw/DroneRF/unzipped_data/Backround RF activities/FR Data_00000_H2/00000H_33.csv,94309132,89.94,True
Backround RF activities,Unknown,Unknown,34,data/raw/DroneRF/unzipped_data/Backround RF activities/RF Data_00000_L2/00000L_34.csv,94351716,89.98,True
Backround RF activities,Unknown,Unknown,34,data/raw/DroneRF/unzipped_data/Backround RF activities/FR Data_00000_H2/00000H_34.csv,94311969,89.94,True
Backround RF activities,Unknown,Unknown,35,data/raw/DroneRF/unzipped_data/Backround RF activities/RF Data_00000_L2/00000L_35.csv,94351770,89.98,True
Backround RF activities,Unknown,Unknown,35,data/raw/DroneRF/unzipped_data/Backround RF activities/FR Data_00000_H2/00000H_35.csv,94297074,89.93,True
Backround RF activities,Unknown,Unknown,36,data/raw/DroneRF/unzipped_data/Backround RF activities/RF Data_00000_L2/00000L_36.csv,94310408,89.94,True
Backround RF activities,Unknown,Unknown,36,data/raw/DroneRF/unzipped_data/Backround RF activities/FR Data_00000_H2/00000H_36.csv,94346697,89.98,True
Backround RF activities,Unknown,Unknown,37,data/raw/DroneRF/unzipped_data/Backround RF activities/RF Data_00000_L2/00000L_37.csv,94370922,90.0,True
Backround RF activities,Unknown,Unknown,37,data/raw/DroneRF/unzipped_data/Backround RF activities/FR Data_00000_H2/00000H_37.csv,94305055,89.94,True
Backround RF activities,Unknown,Unknown,38,data/raw/DroneRF/unzipped_data/Backround RF activities/RF Data_00000_L2/00000L_38.csv,94469962,90.09,True
Backround RF activities,Unknown,Unknown,38,data/raw/DroneRF/unzipped_data/Backround RF activities/FR Data_00000_H2/00000H_38.csv,94292484,89.92,True
Backround RF activities,Unknown,Unknown,39,data/raw/DroneRF/unzipped_data/Backround RF activities/RF Data_00000_L2/00000L_39.csv,94357861,89.99,True
Backround RF activities,Unknown,Unknown,39,data/raw/DroneRF/unzipped_data/Backround RF activities/FR Data_00000_H2/00000H_39.csv,94311449,89.94,True
Backround RF activities,Unknown,Unknown,4,data/raw/DroneRF/unzipped_data/Backround RF activities/RF Data_00000_L1/00000L_4.csv,94320159,89.95,True
Backround RF activities,Unknown,Unknown,4,data/raw/DroneRF/unzipped_data/Backround RF activities/RF Data_00000_H1/00000H_4.csv,94407425,90.03,True
Backround RF activities,Unknown,Unknown,40,data/raw/DroneRF/unzipped_data/Backround RF activities/RF Data_00000_L2/00000L_40.csv,94332999,89.96,True
Backround RF activities,Unknown,Unknown,40,data/raw/DroneRF/unzipped_data/Backround RF activities/FR Data_00000_H2/00000H_40.csv,94275529,89.91,True
Backround RF activities,Unknown,Unknown,5,data/raw/DroneRF/unzipped_data/Backround RF activities/RF Data_00000_L1/00000L_5.csv,94326749,89.96,True
Backround RF activities,Unknown,Unknown,5,data/raw/DroneRF/unzipped_data/Backround RF activities/RF Data_00000_H1/00000H_5.csv,94373430,90.0,True
Backround RF activities,Unknown,Unknown,6,data/raw/DroneRF/unzipped_data/Backround RF activities/RF Data_00000_L1/00000L_6.csv,94423487,90.05,True
Backround RF activities,Unknown,Unknown,6,data/raw/DroneRF/unzipped_data/Backround RF activities/RF Data_00000_H1/00000H_6.csv,94353896,89.98,True
Backround RF activities,Unknown,Unknown,7,data/raw/DroneRF/unzipped_data/Backround RF activities/RF Data_00000_L1/00000L_7.csv,94360108,89.99,True
Backround RF activities,Unknown,Unknown,7,data/raw/DroneRF/unzipped_data/Backround RF activities/RF Data_00000_H1/00000H_7.csv,94362556,89.99,True
Backround RF activities,Unknown,Unknown,8,data/raw/DroneRF/unzipped_data/Backround RF activities/RF Data_00000_L1/00000L_8.csv,94367698,90.0,True
Backround RF activities,Unknown,Unknown,8,data/raw/DroneRF/unzipped_data/Backround RF activities/RF Data_00000_H1/00000H_8.csv,94365298,89.99,True
Backround RF activities,Unknown,Unknown,9,data/raw/DroneRF/unzipped_data/Backround RF activities/RF Data_00000_L1/00000L_9.csv,94383692,90.01,True
Backround RF activities,Unknown,Unknown,9,data/raw/DroneRF/unzipped_data/Backround RF activities/RF Data_00000_H1/00000H_9.csv,94416645,90.04,True
Bepop drone,Unknown,Unknown,0,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10011_L/10011L_0.csv,96858475,92.37,True
Bepop drone,Unknown,Unknown,0,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10001_L/10001L_0.csv,96881923,92.39,True
Bepop drone,Unknown,Unknown,0,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10010_H/10010H_0.csv,94392131,90.02,True
Bepop drone,Unknown,Unknown,0,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10000_H/10000H_0.csv,94303625,89.93,True
Bepop drone,Unknown,Unknown,0,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10011_H/10011H_0.csv,94279354,89.91,True
Bepop drone,Unknown,Unknown,0,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10001_H/10001H_0.csv,94368538,90.0,True
Bepop drone,Unknown,Unknown,0,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10010_L/10010L_0.csv,96732546,92.25,True
Bepop drone,Unknown,Unknown,0,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10000_L/10000L_0.csv,96868077,92.38,True
Bepop drone,Unknown,Unknown,1,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10011_L/10011L_1.csv,96433124,91.97,True
Bepop drone,Unknown,Unknown,1,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10001_L/10001L_1.csv,96889610,92.4,True
Bepop drone,Unknown,Unknown,1,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10010_H/10010H_1.csv,94298806,89.93,True
Bepop drone,Unknown,Unknown,1,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10000_H/10000H_1.csv,94355767,89.98,True
Bepop drone,Unknown,Unknown,1,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10011_H/10011H_1.csv,94262328,89.9,True
Bepop drone,Unknown,Unknown,1,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10001_H/10001H_1.csv,94334816,89.96,True
Bepop drone,Unknown,Unknown,1,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10010_L/10010L_1.csv,96317649,91.86,True
Bepop drone,Unknown,Unknown,1,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10000_L/10000L_1.csv,96406471,91.94,True
Bepop drone,Unknown,Unknown,10,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10011_L/10011L_10.csv,96834519,92.35,True
Bepop drone,Unknown,Unknown,10,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10001_L/10001L_10.csv,96706623,92.23,True
Bepop drone,Unknown,Unknown,10,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10010_H/10010H_10.csv,94369149,90.0,True
Bepop drone,Unknown,Unknown,10,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10000_H/10000H_10.csv,94368900,90.0,True
Bepop drone,Unknown,Unknown,10,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10011_H/10011H_10.csv,94322168,89.95,True
Bepop drone,Unknown,Unknown,10,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10001_H/10001H_10.csv,94400011,90.03,True
Bepop drone,Unknown,Unknown,10,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10010_L/10010L_10.csv,96834963,92.35,True
Bepop drone,Unknown,Unknown,10,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10000_L/10000L_10.csv,96774847,92.29,True
Bepop drone,Unknown,Unknown,11,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10011_L/10011L_11.csv,96054474,91.6,True
Bepop drone,Unknown,Unknown,11,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10001_L/10001L_11.csv,96737611,92.26,True
Bepop drone,Unknown,Unknown,11,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10010_H/10010H_11.csv,94324136,89.95,True
Bepop drone,Unknown,Unknown,11,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10000_H/10000H_11.csv,94357265,89.99,True
Bepop drone,Unknown,Unknown,11,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10011_H/10011H_11.csv,94326381,89.96,True
Bepop drone,Unknown,Unknown,11,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10001_H/10001H_11.csv,94441492,90.07,True
Bepop drone,Unknown,Unknown,11,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10010_L/10010L_11.csv,96396709,91.93,True
Bepop drone,Unknown,Unknown,11,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10000_L/10000L_11.csv,95707106,91.27,True
Bepop drone,Unknown,Unknown,12,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10011_L/10011L_12.csv,96940624,92.45,True
Bepop drone,Unknown,Unknown,12,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10001_L/10001L_12.csv,97012896,92.52,True
Bepop drone,Unknown,Unknown,12,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10010_H/10010H_12.csv,94320333,89.95,True
Bepop drone,Unknown,Unknown,12,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10000_H/10000H_12.csv,94267063,89.9,True
Bepop drone,Unknown,Unknown,12,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10011_H/10011H_12.csv,94314474,89.95,True
Bepop drone,Unknown,Unknown,12,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10001_H/10001H_12.csv,94390857,90.02,True
Bepop drone,Unknown,Unknown,12,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10010_L/10010L_12.csv,96500106,92.03,True
Bepop drone,Unknown,Unknown,12,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10000_L/10000L_12.csv,97661990,93.14,True
Bepop drone,Unknown,Unknown,13,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10011_L/10011L_13.csv,97008419,92.51,True
Bepop drone,Unknown,Unknown,13,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10001_L/10001L_13.csv,96945261,92.45,True
Bepop drone,Unknown,Unknown,13,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10010_H/10010H_13.csv,94353914,89.98,True
Bepop drone,Unknown,Unknown,13,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10000_H/10000H_13.csv,94258460,89.89,True
Bepop drone,Unknown,Unknown,13,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10011_H/10011H_13.csv,94290297,89.92,True
Bepop drone,Unknown,Unknown,13,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10001_H/10001H_13.csv,94368105,90.0,True
Bepop drone,Unknown,Unknown,13,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10010_L/10010L_13.csv,96608733,92.13,True
Bepop drone,Unknown,Unknown,13,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10000_L/10000L_13.csv,95825192,91.39,True
Bepop drone,Unknown,Unknown,14,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10011_L/10011L_14.csv,96794753,92.31,True
Bepop drone,Unknown,Unknown,14,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10001_L/10001L_14.csv,96409133,91.94,True
Bepop drone,Unknown,Unknown,14,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10010_H/10010H_14.csv,94329398,89.96,True
Bepop drone,Unknown,Unknown,14,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10000_H/10000H_14.csv,94371631,90.0,True
Bepop drone,Unknown,Unknown,14,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10011_H/10011H_14.csv,94334494,89.96,True
Bepop drone,Unknown,Unknown,14,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10001_H/10001H_14.csv,94323769,89.95,True
Bepop drone,Unknown,Unknown,14,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10010_L/10010L_14.csv,96777050,92.29,True
Bepop drone,Unknown,Unknown,14,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10000_L/10000L_14.csv,96404832,91.94,True
Bepop drone,Unknown,Unknown,15,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10011_L/10011L_15.csv,96295916,91.83,True
Bepop drone,Unknown,Unknown,15,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10001_L/10001L_15.csv,96602538,92.13,True
Bepop drone,Unknown,Unknown,15,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10010_H/10010H_15.csv,94234040,89.87,True
Bepop drone,Unknown,Unknown,15,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10000_H/10000H_15.csv,94474865,90.1,True
Bepop drone,Unknown,Unknown,15,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10011_H/10011H_15.csv,94337596,89.97,True
Bepop drone,Unknown,Unknown,15,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10001_H/10001H_15.csv,94306700,89.94,True
Bepop drone,Unknown,Unknown,15,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10010_L/10010L_15.csv,96463194,91.99,True
Bepop drone,Unknown,Unknown,15,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10000_L/10000L_15.csv,97451750,92.94,True
Bepop drone,Unknown,Unknown,16,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10011_L/10011L_16.csv,96577540,92.1,True
Bepop drone,Unknown,Unknown,16,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10001_L/10001L_16.csv,96660551,92.18,True
Bepop drone,Unknown,Unknown,16,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10010_H/10010H_16.csv,94296608,89.93,True
Bepop drone,Unknown,Unknown,16,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10000_H/10000H_16.csv,94445350,90.07,True
Bepop drone,Unknown,Unknown,16,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10011_H/10011H_16.csv,94334018,89.96,True
Bepop drone,Unknown,Unknown,16,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10001_H/10001H_16.csv,94336173,89.97,True
Bepop drone,Unknown,Unknown,16,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10010_L/10010L_16.csv,96210697,91.75,True
Bepop drone,Unknown,Unknown,16,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10000_L/10000L_16.csv,102475599,97.73,True
Bepop drone,Unknown,Unknown,17,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10011_L/10011L_17.csv,96496901,92.03,True
Bepop drone,Unknown,Unknown,17,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10001_L/10001L_17.csv,96918379,92.43,True
Bepop drone,Unknown,Unknown,17,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10010_H/10010H_17.csv,94294462,89.93,True
Bepop drone,Unknown,Unknown,17,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10000_H/10000H_17.csv,95375225,90.96,True
Bepop drone,Unknown,Unknown,17,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10011_H/10011H_17.csv,94360725,89.99,True
Bepop drone,Unknown,Unknown,17,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10001_H/10001H_17.csv,94321072,89.95,True
Bepop drone,Unknown,Unknown,17,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10010_L/10010L_17.csv,96732228,92.25,True
Bepop drone,Unknown,Unknown,17,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10000_L/10000L_17.csv,100202939,95.56,True
Bepop drone,Unknown,Unknown,18,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10011_L/10011L_18.csv,96452126,91.98,True
Bepop drone,Unknown,Unknown,18,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10001_L/10001L_18.csv,96728939,92.25,True
Bepop drone,Unknown,Unknown,18,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10010_H/10010H_18.csv,94372650,90.0,True
Bepop drone,Unknown,Unknown,18,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10000_H/10000H_18.csv,95722579,91.29,True
Bepop drone,Unknown,Unknown,18,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10011_H/10011H_18.csv,94369219,90.0,True
Bepop drone,Unknown,Unknown,18,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10001_H/10001H_18.csv,94329186,89.96,True
Bepop drone,Unknown,Unknown,18,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10010_L/10010L_18.csv,96700843,92.22,True
Bepop drone,Unknown,Unknown,18,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10000_L/10000L_18.csv,102405692,97.66,True
Bepop drone,Unknown,Unknown,19,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10011_L/10011L_19.csv,96434885,91.97,True
Bepop drone,Unknown,Unknown,19,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10001_L/10001L_19.csv,96914555,92.42,True
Bepop drone,Unknown,Unknown,19,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10010_H/10010H_19.csv,94301537,89.93,True
Bepop drone,Unknown,Unknown,19,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10000_H/10000H_19.csv,95556468,91.13,True
Bepop drone,Unknown,Unknown,19,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10011_H/10011H_19.csv,94319694,89.95,True
Bepop drone,Unknown,Unknown,19,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10001_H/10001H_19.csv,94346804,89.98,True
Bepop drone,Unknown,Unknown,19,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10010_L/10010L_19.csv,96710174,92.23,True
Bepop drone,Unknown,Unknown,19,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10000_L/10000L_19.csv,102991383,98.22,True
Bepop drone,Unknown,Unknown,2,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10011_L/10011L_2.csv,96718440,92.24,True
Bepop drone,Unknown,Unknown,2,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10001_L/10001L_2.csv,96872205,92.38,True
Bepop drone,Unknown,Unknown,2,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10010_H/10010H_2.csv,94327858,89.96,True
Bepop drone,Unknown,Unknown,2,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10000_H/10000H_2.csv,94324376,89.95,True
Bepop drone,Unknown,Unknown,2,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10011_H/10011H_2.csv,94360579,89.99,True
Bepop drone,Unknown,Unknown,2,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10001_H/10001H_2.csv,94238482,89.87,True
Bepop drone,Unknown,Unknown,2,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10010_L/10010L_2.csv,97036981,92.54,True
Bepop drone,Unknown,Unknown,2,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10000_L/10000L_2.csv,96934932,92.44,True
Bepop drone,Unknown,Unknown,20,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10011_L/10011L_20.csv,97020889,92.53,True
Bepop drone,Unknown,Unknown,20,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10001_L/10001L_20.csv,97059729,92.56,True
Bepop drone,Unknown,Unknown,20,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10010_H/10010H_20.csv,94297124,89.93,True
Bepop drone,Unknown,Unknown,20,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10000_H/10000H_20.csv,94302932,89.93,True
Bepop drone,Unknown,Unknown,20,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10011_H/10011H_20.csv,94318155,89.95,True
Bepop drone,Unknown,Unknown,20,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10001_H/10001H_20.csv,94389205,90.02,True
Bepop drone,Unknown,Unknown,20,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10010_L/10010L_20.csv,96439580,91.97,True
Bepop drone,Unknown,Unknown,20,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10000_L/10000L_20.csv,101067658,96.39,True
Bepop drone,Unknown,Unknown,3,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10011_L/10011L_3.csv,96334804,91.87,True
Bepop drone,Unknown,Unknown,3,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10001_L/10001L_3.csv,96384974,91.92,True
Bepop drone,Unknown,Unknown,3,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10010_H/10010H_3.csv,94334344,89.96,True
Bepop drone,Unknown,Unknown,3,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10000_H/10000H_3.csv,94256144,89.89,True
Bepop drone,Unknown,Unknown,3,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10011_H/10011H_3.csv,94356856,89.99,True
Bepop drone,Unknown,Unknown,3,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10001_H/10001H_3.csv,94327667,89.96,True
Bepop drone,Unknown,Unknown,3,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10010_L/10010L_3.csv,97041325,92.55,True
Bepop drone,Unknown,Unknown,3,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10000_L/10000L_3.csv,97124757,92.63,True
Bepop drone,Unknown,Unknown,4,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10011_L/10011L_4.csv,97106179,92.61,True
Bepop drone,Unknown,Unknown,4,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10001_L/10001L_4.csv,96466816,92.0,True
Bepop drone,Unknown,Unknown,4,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10010_H/10010H_4.csv,94358487,89.99,True
Bepop drone,Unknown,Unknown,4,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10000_H/10000H_4.csv,94349975,89.98,True
Bepop drone,Unknown,Unknown,4,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10011_H/10011H_4.csv,94375697,90.0,True
Bepop drone,Unknown,Unknown,4,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10001_H/10001H_4.csv,94364517,89.99,True
Bepop drone,Unknown,Unknown,4,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10010_L/10010L_4.csv,96492224,92.02,True
Bepop drone,Unknown,Unknown,4,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10000_L/10000L_4.csv,96666965,92.19,True
Bepop drone,Unknown,Unknown,5,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10011_L/10011L_5.csv,96656539,92.18,True
Bepop drone,Unknown,Unknown,5,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10001_L/10001L_5.csv,97474084,92.96,True
Bepop drone,Unknown,Unknown,5,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10010_H/10010H_5.csv,94384102,90.01,True
Bepop drone,Unknown,Unknown,5,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10000_H/10000H_5.csv,94390773,90.02,True
Bepop drone,Unknown,Unknown,5,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10011_H/10011H_5.csv,94317436,89.95,True
Bepop drone,Unknown,Unknown,5,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10001_H/10001H_5.csv,94310542,89.94,True
Bepop drone,Unknown,Unknown,5,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10010_L/10010L_5.csv,96703081,92.22,True
Bepop drone,Unknown,Unknown,5,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10000_L/10000L_5.csv,96433700,91.97,True
Bepop drone,Unknown,Unknown,6,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10011_L/10011L_6.csv,96315196,91.85,True
Bepop drone,Unknown,Unknown,6,data/raw/DroneRF/unzipped_data/Bepop drone/RF Data_10001_L/10001L_6.csv,95166393,90.76,True
